epoch,accuracy,loss,val_accuracy,val_loss
63,1.0,3.552633245362813e-07,1.0,1.1920930376163597e-07
64,1.0,3.1121882670959167e-07,1.0,1.1920930376163597e-07
65,1.0,2.865126020878961e-07,1.0,1.1920930376163597e-07
66,1.0,2.927911282313289e-07,1.0,1.1920930376163597e-07
67,1.0,2.467907620484766e-07,1.0,1.1920930376163597e-07
68,1.0,3.0544006790478306e-07,1.0,1.1920930376163597e-07
69,1.0,2.3241273083840497e-07,1.0,1.1920930376163597e-07
70,1.0,3.046666563477629e-07,1.0,1.1920930376163597e-07
71,1.0,2.1653336546023638e-07,1.0,1.1920930376163597e-07
72,1.0,1.937834070986355e-07,1.0,1.1920930376163597e-07
73,1.0,2.508401450995734e-07,1.0,1.1920930376163597e-07
74,1.0,2.1466783550749824e-07,1.0,1.1920930376163597e-07
75,1.0,2.6358031846029917e-07,1.0,1.1920930376163597e-07
76,1.0,2.2877277672250784e-07,1.0,1.1920930376163597e-07
77,1.0,2.518412145491311e-07,1.0,1.1920930376163597e-07
78,1.0,2.140308339448893e-07,1.0,1.1920930376163597e-07
79,1.0,2.1180147768973256e-07,1.0,1.1920930376163597e-07
80,1.0,2.0065398587121308e-07,1.0,1.1920930376163597e-07
81,1.0,2.3728132703126903e-07,1.0,1.196175531958943e-07
82,1.0,1.9710498122549325e-07,1.0,1.1920930376163597e-07
83,1.0,1.89824973517716e-07,1.0,1.200258026301526e-07
84,1.0,4.045494108595449e-07,1.0,1.1920930376163597e-07
85,1.0,1.8259054002101038e-07,1.0,1.1920930376163597e-07
86,1.0,2.0174601900180278e-07,1.0,1.1920930376163597e-07
87,1.0,1.5774759276609984e-07,1.0,1.1920930376163597e-07
88,1.0,1.7467348811806005e-07,1.0,1.1920930376163597e-07
89,1.0,1.5893058957772155e-07,1.0,1.1920930376163597e-07
90,1.0,1.593400753563401e-07,1.0,1.1920930376163597e-07
91,1.0,1.5005811349055875e-07,1.0,1.1920930376163597e-07
92,1.0,1.6884955300611182e-07,1.0,1.1920930376163597e-07
93,1.0,1.415041737118372e-07,1.0,1.1920930376163597e-07
94,1.0,3.0435688813668094e-07,1.0,1.196175531958943e-07
95,1.0,1.6065959584921075e-07,1.0,1.1920930376163597e-07
96,1.0,1.54107624439348e-07,1.0,1.1920930376163597e-07
97,1.0,1.5720165436050593e-07,1.0,1.1920930376163597e-07
98,1.0,1.4946665771731205e-07,1.0,1.1920930376163597e-07
99,1.0,1.429146863074493e-07,1.0,1.1920930376163597e-07
