structure_name,left_cell_count,right_cell_count,total_cells,left_volume_mm3,right_volume_mm3,total_volume_mm3,left_cells_per_mm3,right_cells_per_mm3
Parvicellular reticular nucleus,6.0,10.0,16.0,1.440484,1.412259,2.8527430000000003,4.165266674256708,7.080854149274319
Parabrachial nucleus,8.0,7.0,15.0,0.413195,0.42179799999999995,0.834993,19.361318505790244,16.595621600861076
solitary tract,3.0,11.0,14.0,0.007305,0.007051000000000001,0.014356,410.6776180698152,1560.0624024960996
Nucleus x,2.0,7.0,9.0,0.027198000000000003,0.025268000000000002,0.052466,73.53481873667181,277.03023587145793
Locus ceruleus,3.0,5.0,8.0,0.006279,0.006206000000000001,0.012485,477.78308647873865,805.6719303899451
columns of the fornix,2.0,6.0,8.0,0.123521,0.113375,0.236896,16.191578759886983,52.92171995589857
Cerebellum,4.0,3.0,7.0,0.356002,0.345781,0.701783,11.235891933191388,8.676011695263766
"Superior olivary complex, medial part",0.0,7.0,7.0,0.13311299999999998,0.13053499999999998,0.263648,0.0,53.625464434825915
Superior central nucleus raphe,3.0,4.0,7.0,0.300442,0.305411,0.605853,9.985288341843019,13.097105212320447
"Anterior cingulate area, dorsal part, layer 6a",6.0,1.0,7.0,0.361389,0.341361,0.70275,16.602608269759177,2.9294500543412982
"Temporal association areas, layer 5",0.0,6.0,6.0,0.317154,0.316254,0.633408,0.0,18.97209205259064
"Ventral auditory area, layer 2/3",0.0,6.0,6.0,0.146028,0.191347,0.337375,0.0,31.3566452570461
optic chiasm,6.0,0.0,6.0,0.10994200000000001,0.11225,0.222192,54.57423004857106,0.0
Dorsal cochlear nucleus,0.0,5.0,5.0,0.218888,0.202759,0.42164700000000005,0.0,24.659817813265995
"Temporal association areas, layer 2/3",1.0,4.0,5.0,0.31506300000000004,0.311761,0.6268239999999999,3.173968380926989,12.830341190848117
Principal sensory nucleus of the trigeminal,2.0,3.0,5.0,0.404473,0.34881100000000004,0.7532840000000001,4.9447058270885815,8.600646195217466
"Retrosplenial area, dorsal part, layer 6a",2.0,2.0,4.0,0.37811300000000003,0.34334000000000003,0.7214529999999999,5.289424061061111,5.8251296091338025
"Superior olivary complex, periolivary region",2.0,2.0,4.0,0.21341500000000002,0.22560100000000002,0.439016,9.371412506149989,8.865208930811477
Flocculus,0.0,4.0,4.0,0.56311,0.379186,0.9422959999999999,0.0,10.548912670826454
"Agranular insular area, posterior part, layer 5",4.0,0.0,4.0,0.298533,0.28371,0.5822430000000001,13.398853728063564,0.0
"Temporal association areas, layer 4",4.0,0.0,4.0,0.120672,0.11817000000000001,0.238842,33.147706178732435,0.0
Medial accesory oculomotor nucleus,3.0,1.0,4.0,0.00735,0.0073929999999999985,0.014743000000000001,408.16326530612247,135.2630867036386
"Spinal nucleus of the trigeminal, caudal part",4.0,0.0,4.0,1.204142,1.333971,2.538113,3.3218673545146666,0.0
"Visceral area, layer 5",0.0,3.0,3.0,0.238242,0.243391,0.481633,0.0,12.325846066617089
Parvicellular motor 5 nucleus,3.0,0.0,3.0,0.027676999999999997,0.026391,0.054068,108.39325071358891,0.0
Subparaventricular zone,3.0,0.0,3.0,0.06108,0.06356099999999999,0.124641,49.11591355599214,0.0
pyramid,3.0,0.0,3.0,0.23217600000000002,0.218514,0.45069,12.921232168699605,0.0
Motor nucleus of trigeminal,0.0,3.0,3.0,0.17277099999999998,0.160581,0.333352,0.0,18.682160405029236
Nucleus raphe pontis,3.0,0.0,3.0,0.052166,0.052019,0.10418499999999999,57.50872215619369,0.0
Nucleus of the lateral lemniscus,0.0,3.0,3.0,0.30022,0.27681300000000003,0.5770329999999999,0.0,10.837641295748393
"Entorhinal area, lateral part, layer 5",0.0,2.0,2.0,0.636289,0.521807,1.158096,0.0,3.832834745413534
"Dorsal auditory area, layer 5",0.0,2.0,2.0,0.106262,0.13253299999999998,0.238795,0.0,15.09058121373545
Medial preoptic nucleus,0.0,2.0,2.0,0.181976,0.184351,0.366327,0.0,10.848869818986607
fasciculus retroflexus,0.0,2.0,2.0,0.078306,0.079663,0.157969,0.0,25.105758005598585
"Ventral auditory area, layer 5",0.0,2.0,2.0,0.16726,0.211128,0.378388,0.0,9.472926376416202
"Anterior area, layer 6b",0.0,2.0,2.0,0.017013,0.016399,0.033412,0.0,121.9586560156107
