structure_name,left_cell_count,right_cell_count,total_cells,left_volume_mm3,right_volume_mm3,total_volume_mm3,left_cells_per_mm3,right_cells_per_mm3
Ventromedial hypothalamic nucleus,8.0,45.0,53.0,0.129291,0.134517,0.263808,61.87592330479307,334.53020807778944
Ventromedial preoptic nucleus,0.0,0.0,0.0,0.010945,0.0101529999999999,0.021098,0.0,0.0
Vestibulocerebellar nucleus,1.0,6.0,7.0,0.028464,0.025886,0.0543499999999999,35.13209668353007,231.78552113111334
"Visceral area, layer 1",0.0,1.0,1.0,0.086218,0.086979,0.173197,0.0,11.49702801825728
"Visceral area, layer 2/3",0.0,0.0,0.0,0.1330569999999999,0.131711,0.264768,0.0,0.0
"Visceral area, layer 4",0.0,0.0,0.0,0.0443039999999999,0.044016,0.08832,0.0,0.0
"Visceral area, layer 5",87.0,37.0,124.0,0.170865,0.1643379999999999,0.335203,509.1739092265824,225.1457362265576
"Visceral area, layer 6a",12.0,15.0,27.0,0.1324499999999999,0.12694,0.25939,90.60022650056632,118.16606270679061
"Visceral area, layer 6b",0.0,0.0,0.0,0.013013,0.0126889999999999,0.025702,0.0,0.0
Xiphoid thalamic nucleus,0.0,0.0,0.0,0.030331,0.030166,0.0604969999999999,0.0,0.0
Zona incerta,8.0,13.0,21.0,0.3247529999999999,0.368178,0.692931,24.63410653635225,35.309008142800494
alveus,0.0,0.0,0.0,0.387866,0.377258,0.7651239999999999,0.0,0.0
amygdalar capsule,0.0,0.0,0.0,0.0289539999999999,0.036279,0.065233,0.0,0.0
"anterior commissure, olfactory limb",1.0,0.0,1.0,0.1103389999999999,0.1176369999999999,0.2279759999999999,9.062978638559358,0.0
"anterior commissure, temporal limb",0.0,0.0,0.0,0.0441169999999999,0.047195,0.091312,0.0,0.0
arbor vitae,3.0,6.0,9.0,1.082443,1.157894,2.240337,2.7715085228506258,5.181821479340941
auditory radiation,0.0,0.0,0.0,0.1157359999999999,0.11996,0.235696,0.0,0.0
brachium of the inferior colliculus,0.0,0.0,0.0,0.053113,0.045366,0.098479,0.0,0.0
brachium of the superior colliculus,0.0,0.0,0.0,0.045772,0.046078,0.09185,0.0,0.0
"central canal, spinal cord/medulla",0.0,0.0,0.0,0.0001709999999999,0.0001699999999999,0.0003409999999999,0.0,0.0
cerebal peduncle,0.0,0.0,0.0,0.1638919999999999,0.167795,0.3316869999999999,0.0,0.0
cerebellar commissure,0.0,0.0,0.0,0.009609,0.009816,0.0194249999999999,0.0,0.0
cerebral aqueduct,0.0,0.0,0.0,0.068548,0.071063,0.1396109999999999,0.0,0.0
choroid plexus,0.0,1.0,1.0,0.494392,0.4191459999999999,0.913538,0.0,2.3858035147657386
cingulum bundle,0.0,0.0,0.0,0.295721,0.285025,0.580746,0.0,0.0
columns of the fornix,2.0,11.0,13.0,0.0643499999999999,0.067421,0.1317709999999999,31.08003108003113,163.15391346909718
commissural branch of stria terminalis,0.0,4.0,4.0,0.0059879999999999,0.006418,0.012406,0.0,623.2471174820816
"corpus callosum, anterior forceps",0.0,0.0,0.0,0.138032,0.182193,0.320225,0.0,0.0
"corpus callosum, body",0.0,0.0,0.0,0.962939,0.874242,1.837181,0.0,0.0
"corpus callosum, extreme capsule",0.0,0.0,0.0,0.015941,0.020623,0.036564,0.0,0.0
"corpus callosum, posterior forceps",0.0,0.0,0.0,0.2293079999999999,0.223177,0.4524849999999999,0.0,0.0
"corpus callosum, splenium",0.0,0.0,0.0,0.162736,0.1564239999999999,0.31916,0.0,0.0
corticospinal tract,2.0,0.0,2.0,0.019989,0.02113,0.041119,100.05503026664665,0.0
crossed tectospinal pathway,180.0,207.0,387.0,0.12847,0.1333939999999999,0.261864,1401.105316416284,1551.7939337601404
cuneate fascicle,5.0,13.0,18.0,0.0068239999999999,0.007195,0.014019,732.7080890973144,1806.8102849200834
doral tegmental decussation,0.0,0.0,0.0,0.0013319999999999,0.001379,0.002711,0.0,0.0
dorsal acoustic stria,2.0,0.0,2.0,0.002884,0.002665,0.005549,693.4812760055479,0.0
dorsal fornix,0.0,0.0,0.0,0.012633,0.012993,0.025626,0.0,0.0
