brain,structure_name,left_cell_count,right_cell_count,total_cells,left_volume_mm3,right_volume_mm3,total_volume_mm3,left_cells_per_mm3,right_cells_per_mm3,,brain,structure_name,left_cell_count,right_cell_count,total_cells,left_volume_mm3,right_volume_mm3,total_volume_mm3,left_cells_per_mm3,right_cells_per_mm3,Total Cell Comp,,brain,structure_name,left_cell_count,right_cell_count,total_cells,left_volume_mm3,right_volume_mm3,total_volume_mm3,left_cells_per_mm3,right_cells_per_mm3,Total Cell Comp,,brain,structure_name,left_cell_count,right_cell_count,total_cells,left_volume_mm3,right_volume_mm3,total_volume_mm3,left_cells_per_mm3,right_cells_per_mm3,Total Cell Comp,,brain,structure_name,left_cell_count,right_cell_count,total_cells,left_volume_mm3,right_volume_mm3,total_volume_mm3,left_cells_per_mm3,right_cells_per_mm3,Total Cell Comp,,brain,structure_name,left_cell_count,right_cell_count,total_cells,left_volume_mm3,right_volume_mm3,total_volume_mm3,left_cells_per_mm3,right_cells_per_mm3,Total Cell Comp
,"posteromedial visual area, layer 1",0,0,0,0.016529,0.014406,0.030935,181.4991833,0,,,"posteromedial visual area, layer 1",0,0,0,0.218133,0.29523,0.513363,0,0,0,,,"posteromedial visual area, layer 1",0,0,0,0.208443,0.195679,0.404122,0,0,0,,,"posteromedial visual area, layer 1",0,0,0,0.112761,0.12293,0.235691,0,0,0,,,"posteromedial visual area, layer 1",0,0,0,0.068214,0.07778,0.145994,0,0,0,,,"posteromedial visual area, layer 1",0,0,0,0.068214,0.07778,0.145994,0,0,0
,"posteromedial visual area, layer 2/3",0,0,0,0.046185,0.041989,0.088174,21.65205153,0,,,"posteromedial visual area, layer 2/3",0,0,0,0.200935,0.258525,0.45946000000000004,0,0,0,,,"posteromedial visual area, layer 2/3",0,0,0,0.225105,0.219366,0.444471,0,0,0,,,"posteromedial visual area, layer 2/3",0,0,0,0.172213,0.239956,0.412169,0,0,0,,,"posteromedial visual area, layer 2/3",0,0,0,0.187599,0.194623,0.382222,0,0,0,,,"posteromedial visual area, layer 2/3",0,0,0,0.187599,0.194623,0.382222,0,0,0
,"posteromedial visual area, layer 6a",0,0,0,0.470211,0.397236,0.867447,0,0,,,"posteromedial visual area, layer 6a",0,0,0,0.094439,0.08367,0.178109,0,0,0,,,"posteromedial visual area, layer 6a",0,0,0,0.113125,0.112209,0.225334,0,0,0,,,"posteromedial visual area, layer 6a",0,0,0,0.085492,0.102008,0.1875,0,0,0,,,"posteromedial visual area, layer 6a",0,0,0,0.097248,0.097569,0.194817,0,0,0,,,"posteromedial visual area, layer 6a",0,0,0,0.097248,0.097569,0.194817,0,0,0
,"posteromedial visual area, layer 6b",0,0,0,0.073839,0.065978,0.139817,0,0,,,"posteromedial visual area, layer 6b",0,0,0,0.017477,0.015039,0.032516,0,0,0,,,"posteromedial visual area, layer 6b",0,0,0,0.020749,0.020076,0.040825,0,0,0,,,"posteromedial visual area, layer 6b",0,0,0,0.015529,0.017706,0.033235,0,0,0,,,"posteromedial visual area, layer 6b",0,0,0,0.017349,0.017403,0.034752,0,0,0,,,"posteromedial visual area, layer 6b",0,0,0,0.017349,0.017403,0.034752,0,0,0
,Postpiriform transition area,0,0,0,0.083991,0.076436,0.160427,0,0,,,Postpiriform transition area,0,0,0,0.8842129999999999,0.8357690000000001,1.719982,0,0,0,,,Postpiriform transition area,0,0,0,0.842668,0.942782,1.78545,0,0,0,,,Postpiriform transition area,0,0,0,0.709835,0.914424,1.624259,0,0,0,,,Postpiriform transition area,0,0,0,0.750049,1.022488,1.772537,0,0,0,,,Postpiriform transition area,0,0,0,0.750049,1.022488,1.772537,0,0,0
,"Postrhinal area, layer 1",0,0,0,0.011409,0.010074,0.021483,0,0,,,"Postrhinal area, layer 1",0,0,0,2.035068,1.983602,4.018669999999999,0,0,0,,,"Postrhinal area, layer 1",0,0,0,2.209319,2.364631,4.57395,0,0,0,,,"Postrhinal area, layer 1",0,0,0,0.108632,0.09716,0.205792,0,0,0,,,"Postrhinal area, layer 1",0,0,0,0.155511,0.116356,0.271867,0,0,0,,,"Postrhinal area, layer 1",0,0,0,0.155511,0.116356,0.271867,0,0,0
,"Postrhinal area, layer 2/3",0,0,0,0.061571,0.058092,0.119663,16.24141235,0,,,"Postrhinal area, layer 2/3",0,2,2,1.480383,1.425224,2.905607,299.92238495038106,453.26208371455994,-2,,,"Postrhinal area, layer 2/3",0,0,0,2.019183,2.004978,4.024161,675.5207428,1261.859232,0,,,"Postrhinal area, layer 2/3",0,0,0,0.155696,0.151199,0.306895,0,0,0,,,"Postrhinal area, layer 2/3",0,0,0,0.182794,0.144517,0.327311,0,0,0,,,"Postrhinal area, layer 2/3",0,0,0,0.182794,0.144517,0.327311,0,0,0
,"Postrhinal area, layer 4",0,0,0,0.025412,0.02472,0.050132,0,0,,,"Postrhinal area, layer 4",0,0,0,1.365156,1.250589,2.615745,438.0451757894336,246.28395100228772,0,,,"Postrhinal area, layer 4",0,0,0,1.982472,1.826725,3.809197,206.8125048,1176.969714,0,,,"Postrhinal area, layer 4",0,0,0,0.025288,0.027244,0.052532,0,0,0,,,"Postrhinal area, layer 4",0,0,0,0.026094,0.020674,0.046768,0,0,0,,,"Postrhinal area, layer 4",0,0,0,0.026094,0.020674,0.046768,0,0,0
,"Postrhinal area, layer 6a",0,0,0,0.210317,0.196103,0.40642,0,0,,,"Postrhinal area, layer 6a",0,0,0,0.366964,0.365812,0.7327759999999999,0,0,0,,,"Postrhinal area, layer 6a",0,0,0,0.426453,0.425282,0.851735,0,0,0,,,"Postrhinal area, layer 6a",0,0,0,0.075975,0.095141,0.171116,0,0,0,,,"Postrhinal area, layer 6a",0,0,0,0.071029,0.063093,0.134122,0,0,0,,,"Postrhinal area, layer 6a",0,0,0,0.071029,0.063093,0.134122,0,0,0
,"Postrhinal area, layer 6b",0,0,0,0.035239,0.03499,0.070229,0,0,,,"Postrhinal area, layer 6b",0,0,0,0.6377390000000001,0.6429579999999999,1.280697,0,0,0,,,"Postrhinal area, layer 6b",0,0,0,0.727602,0.716745,1.444347,0,0,0,,,"Postrhinal area, layer 6b",0,0,0,0.013572,0.016564,0.030136,0,0,0,,,"Postrhinal area, layer 6b",0,0,0,0.013152,0.011729,0.024881,0,0,0,,,"Postrhinal area, layer 6b",0,0,0,0.013152,0.011729,0.024881,0,0,0
,Postsubiculum,0,0,0,0.08264,0.079003,0.161643,0,0,,,Postsubiculum,0,0,0,0.551887,0.558705,1.110592,0,0,0,,,Postsubiculum,0,0,0,0.60632,0.588868,1.195188,0,0,0,,,Postsubiculum,0,0,0,0.428221,0.439231,0.867452,0,0,0,,,Postsubiculum,0,0,0,0.5194,0.449878,0.969278,0,0,0,,,Postsubiculum,0,0,0,0.5194,0.449878,0.969278,0,0,0
,Precommissural nucleus,0,0,0,0.061143,0.059053,0.120196,0,0,,,Precommissural nucleus,0,0,0,0.5526949999999999,0.561056,1.113751,0,0,0,,,Precommissural nucleus,0,0,0,0.604408,0.569174,1.173582,211.7774748,514.7810687,0,,,Precommissural nucleus,0,2,2,0.110544,0.099417,0.209961,0,20.11728376,-2,,,Precommissural nucleus,0,0,0,0.072379,0.070888,0.143267,0,0,0,,,Precommissural nucleus,0,0,0,0.072379,0.070888,0.143267,0,0,0
,"Prelimbic area, layer 1",0,0,0,0.122592,0.120812,0.243404,187.6141999,3203.324173,,,"Prelimbic area, layer 1",0,0,0,0.6190709999999999,0.619509,1.2385799999999998,0,0,0,,,"Prelimbic area, layer 1",0,0,0,0.720531,0.643051,1.363582,688.3812077,172.6146138,0,,,"Prelimbic area, layer 1",0,0,0,0.171584,0.167278,0.338862,0,0,0,,,"Prelimbic area, layer 1",363,314,677,0.178308,0.157975,0.336283,2035.803217,1987.656275,-677,,,"Prelimbic area, layer 1",0,0,0,0.178308,0.157975,0.336283,0,0,0
,"Prelimbic area, layer 2/3",0,0,0,0.057128,0.059406,0.116534,577.650189,100.999899,,,"Prelimbic area, layer 2/3",0,0,0,0.066685,0.065992,0.132677,0,0,0,,,"Prelimbic area, layer 2/3",0,0,0,0.076778,0.070688,0.147466,0,0,0,,,"Prelimbic area, layer 2/3",0,0,0,0.143922,0.136887,0.280809,0,0,0,,,"Prelimbic area, layer 2/3",295,58,353,0.148988,0.124104,0.273092,1980.025237,467.3499645,-353,,,"Prelimbic area, layer 2/3",0,0,0,0.148988,0.124104,0.273092,0,0,0
,"Prelimbic area, layer 6b",0,0,0,0.174942,0.17496,0.349902,0,0,,,"Prelimbic area, layer 6b",0,0,0,0.17891600000000002,0.163179,0.342095,0,0,0,,,"Prelimbic area, layer 6b",0,0,0,0.233538,0.221917,0.455455,0,0,0,,,"Prelimbic area, layer 6b",0,0,0,0.012175,0.010368,0.022543,0,0,0,,,"Prelimbic area, layer 6b",0,0,0,0.011542,0.009176,0.020718,0,0,0,,,"Prelimbic area, layer 6b",0,0,0,0.011542,0.009176,0.020718,0,0,0
,Preparasubthalamic nucleus,0,0,0,0.097655,0.100542,0.198197,0,0,,,Preparasubthalamic nucleus,0,0,0,0.390217,0.350017,0.7402340000000001,4218.165789804135,6259.695957624915,0,,,Preparasubthalamic nucleus,0,0,0,0.449436,0.41449,0.863926,1375.056738,4340.273589,0,,,Preparasubthalamic nucleus,0,0,0,0.005684,0.005237,0.010921,0,0,0,,,Preparasubthalamic nucleus,0,13,13,0.006341,0.006298,0.012639,0,2064.147348,-13,,,Preparasubthalamic nucleus,0,0,0,0.006341,0.006298,0.012639,0,0,0
,Presubiculum,0,0,0,0.11642,0.115475,0.231895,0,0,,,Presubiculum,0,0,0,0.376182,0.33633,0.7125119999999999,909.1344083448969,877.1147385,0,,,Presubiculum,0,0,0,0.381189,0.332075,0.713264,28.85707615,117.4433486,0,,,Presubiculum,0,0,0,0.455677,0.423826,0.879503,0,0,0,,,Presubiculum,0,0,0,0.490493,0.406134,0.896627,0,0,0,,,Presubiculum,0,0,0,0.490493,0.406134,0.896627,0,0,0
,"Primary auditory area, layer 1",0,0,0,0.056127,0.054543,0.11067,0,0,,,"Primary auditory area, layer 1",0,0,0,0.033627,0.030687,0.064314,0,0,0,,,"Primary auditory area, layer 1",0,0,0,0.033365,0.028515,0.06188,0,0,0,,,"Primary auditory area, layer 1",0,0,0,0.208443,0.195679,0.404122,0,0,0,,,"Primary auditory area, layer 1",0,0,0,0.186776,0.202723,0.389499,0,0,0,,,"Primary auditory area, layer 1",0,0,0,0.186776,0.202723,0.389499,0,0,0
,"Primary auditory area, layer 2/3",0,0,0,0.164919,0.159236,0.324155,78.82657547,25.11994775,,,"Primary auditory area, layer 2/3",0,0,0,0.5739310000000001,0.519413,1.093344,0,0,0,,,"Primary auditory area, layer 2/3",0,0,0,0.406612,0.444435,0.851047,0,0,0,,,"Primary auditory area, layer 2/3",0,0,0,0.225105,0.219366,0.444471,0,0,0,,,"Primary auditory area, layer 2/3",0,6,6,0.179795,0.205746,0.385541,0,29.16217083,-6,,,"Primary auditory area, layer 2/3",0,0,0,0.179795,0.205746,0.385541,0,0,0
,"Primary auditory area, layer 4",0,0,0,0.066192,0.064487,0.130679,0,0,,,"Primary auditory area, layer 4",0,2,2,0.92404,0.868057,1.792097,0,0,-2,,,"Primary auditory area, layer 4",0,0,0,0.73039,0.768327,1.498717,0,0,0,,,"Primary auditory area, layer 4",0,0,0,0.102925,0.102633,0.205558,0,0,0,,,"Primary auditory area, layer 4",0,0,0,0.079449,0.089051,0.1685,0,0,0,,,"Primary auditory area, layer 4",0,0,0,0.079449,0.089051,0.1685,0,0,0
,"Primary auditory area, layer 6a",0,0,0,0.300487,0.321574,0.622061,2995.137893,550.4176333,,,"Primary auditory area, layer 6a",0,0,0,0.43272200000000005,0.437931,0.8706529999999999,0,0,0,,,"Primary auditory area, layer 6a",0,0,0,0.585117,0.553986,1.139103,34.18119795,27.07649652,0,,,"Primary auditory area, layer 6a",0,0,0,0.113125,0.112209,0.225334,0,0,0,,,"Primary auditory area, layer 6a",0,0,0,0.092892,0.093785,0.186677,0,0,0,,,"Primary auditory area, layer 6a",0,0,0,0.092892,0.093785,0.186677,0,0,0
,"Primary auditory area, layer 6b",0,0,0,0.724286,0.740861,1.465147,425.2463806,117.4309351,,,"Primary auditory area, layer 6b",0,0,0,0.569476,0.5839289999999999,1.1534049999999998,0,0,0,,,"Primary auditory area, layer 6b",0,0,0,0.8787,0.820427,1.699127,0,3.656632461,0,,,"Primary auditory area, layer 6b",0,0,0,0.020749,0.020076,0.040825,0,0,0,,,"Primary auditory area, layer 6b",0,0,0,0.017269,0.017561,0.03483,0,0,0,,,"Primary auditory area, layer 6b",0,0,0,0.017269,0.017561,0.03483,0,0,0
,"Primary motor area, Layer 6b",0,0,0,0.334242,0.334368,0.66861,541.5238061,2.990716815,,,"Primary motor area, Layer 6b",0,0,0,0.211222,0.221223,0.432445,0,0,0,,,"Primary motor area, Layer 6b",0,0,0,0.297313,0.268452,0.565765,114.3575962,312.9051004,0,,,"Primary motor area, Layer 6b",0,0,0,0.135616,0.121029,0.256645,0,0,0,,,"Primary motor area, Layer 6b",19,0,19,0.121834,0.100211,0.222045,155.949899,0,-19,,,"Primary motor area, Layer 6b",0,0,0,0.121834,0.100211,0.222045,0,0,0
,"Primary somatosensory area, barrel field, layer 6b",0,0,0,0.093628,0.100795,0.194423,10103.8151,4524.03393,,,"Primary somatosensory area, barrel field, layer 6b",0,0,0,0.203816,0.204163,0.407979,583.8599521136712,945.3230996801575,0,,,"Primary somatosensory area, barrel field, layer 6b",0,0,0,0.230338,0.261857,0.492195,273.5111011,2986.362786,0,,,"Primary somatosensory area, barrel field, layer 6b",0,0,0,0.076778,0.070688,0.147466,0,0,0,,,"Primary somatosensory area, barrel field, layer 6b",77,0,77,0.07592,0.078403,0.154323,1014.225501,0,-77,,,"Primary somatosensory area, barrel field, layer 6b",0,0,0,0.07592,0.078403,0.154323,0,0,0
,"Primary somatosensory area, lower limb, layer 6b",0,0,0,0.332635,0.374632,0.707267,3.006298195,5.338572252,,,"Primary somatosensory area, lower limb, layer 6b",0,0,0,0.135319,0.134218,0.26953699999999997,0,0,0,,,"Primary somatosensory area, lower limb, layer 6b",0,0,0,0.189458,0.168847,0.358305,0,118.4504315,0,,,"Primary somatosensory area, lower limb, layer 6b",0,0,0,0.033365,0.028515,0.06188,0,0,0,,,"Primary somatosensory area, lower limb, layer 6b",0,0,0,0.038414,0.037067,0.075481,0,0,0,,,"Primary somatosensory area, lower limb, layer 6b",0,0,0,0.038414,0.037067,0.075481,0,0,0
,"Primary somatosensory area, nose, layer 1",0,0,0,0.103814,0.110733,0.214547,0,0,,,"Primary somatosensory area, nose, layer 1",0,0,0,0.5797939999999999,0.5696749999999999,1.149469,0,0,0,,,"Primary somatosensory area, nose, layer 1",0,0,0,0.928988,0.816813,1.745801,325.0849311,800.672859,0,,,"Primary somatosensory area, nose, layer 1",0,0,0,0.209996,0.221896,0.431892,0,0,0,,,"Primary somatosensory area, nose, layer 1",0,0,0,0.244008,0.260718,0.504726,0,0,0,,,"Primary somatosensory area, nose, layer 1",0,0,0,0.244008,0.260718,0.504726,0,0,0
,"Primary somatosensory area, nose, layer 2/3",0,0,0,0.104595,0.108159,0.212754,296.3812802,166.421657,,,"Primary somatosensory area, nose, layer 2/3",0,0,0,0.04594,0.044323,0.090263,0,0,0,,,"Primary somatosensory area, nose, layer 2/3",0,0,0,0.072153,0.064836,0.136989,0,0,0,,,"Primary somatosensory area, nose, layer 2/3",0,0,0,0.308864,0.314028,0.622892,0,0,0,,,"Primary somatosensory area, nose, layer 2/3",0,0,0,0.314841,0.345347,0.660188,0,0,0,,,"Primary somatosensory area, nose, layer 2/3",0,0,0,0.314841,0.345347,0.660188,0,0,0
,"Primary somatosensory area, nose, layer 4",0,0,0,0.155155,0.152113,0.307268,32.22583868,13.14812015,,,"Primary somatosensory area, nose, layer 4",0,0,0,0.478174,0.447934,0.926108,0,0,0,,,"Primary somatosensory area, nose, layer 4",0,0,0,0.541083,0.637619,1.178702,0,0,0,,,"Primary somatosensory area, nose, layer 4",0,0,0,0.265218,0.253687,0.518905,0,0,0,,,"Primary somatosensory area, nose, layer 4",0,122,122,0.248546,0.271394,0.51994,0,449.5309403,-122,,,"Primary somatosensory area, nose, layer 4",0,0,0,0.248546,0.271394,0.51994,0,0,0
,"Primary somatosensory area, nose, layer 6b",0,0,0,0.02793,0.055922,0.083852,5227.3541,6115.661099,,,"Primary somatosensory area, nose, layer 6b",0,0,0,0.6835220000000001,0.6967169999999999,1.380239,0,0,0,,,"Primary somatosensory area, nose, layer 6b",0,0,0,0.661091,0.810788,1.471879,0,0,0,,,"Primary somatosensory area, nose, layer 6b",0,0,0,0.036294,0.032433,0.068727,0,0,0,,,"Primary somatosensory area, nose, layer 6b",9,0,9,0.028542,0.029888,0.05843,315.3247845,0,-9,,,"Primary somatosensory area, nose, layer 6b",0,0,0,0.028542,0.029888,0.05843,0,0,0
,"Primary somatosensory area, trunk, layer 6b",0,0,0,0.061641,0.065021,0.126662,2611.897925,0,,,"Primary somatosensory area, trunk, layer 6b",0,7,7,0.277922,0.271721,0.549643,0,0,-7,,,"Primary somatosensory area, trunk, layer 6b",0,0,0,0.416633,0.49025,0.906883,0,0,0,,,"Primary somatosensory area, trunk, layer 6b",0,0,0,0.021089,0.023687,0.044776,0,0,0,,,"Primary somatosensory area, trunk, layer 6b",0,0,0,0.02036,0.021948,0.042308,0,0,0,,,"Primary somatosensory area, trunk, layer 6b",0,0,0,0.02036,0.021948,0.042308,0,0,0
,"Primary somatosensory area, unassigned, layer 6b",0,0,0,0.190428,0.186008,0.376436,2462.873107,107.5222571,,,"Primary somatosensory area, unassigned, layer 6b",0,0,0,0.036112,0.039324,0.075436,0,0,0,,,"Primary somatosensory area, unassigned, layer 6b",0,0,0,0.039763,0.044371,0.084134,0,0,0,,,"Primary somatosensory area, unassigned, layer 6b",0,0,0,0.021229,0.018891,0.04012,0,0,0,,,"Primary somatosensory area, unassigned, layer 6b",0,0,0,0.018877,0.017185,0.036062,0,0,0,,,"Primary somatosensory area, unassigned, layer 6b",0,0,0,0.018877,0.017185,0.036062,0,0,0
,"Primary somatosensory area, upper limb, layer 6b",0,0,0,0.287121,0.335643,0.622764,996.0957227,23.83484834,,,"Primary somatosensory area, upper limb, layer 6b",0,0,0,0.017039,0.016708,0.033747000000000006,0,0,0,,,"Primary somatosensory area, upper limb, layer 6b",0,0,0,0.028857,0.02812,0.056977,0,0,0,,,"Primary somatosensory area, upper limb, layer 6b",0,0,0,0.072153,0.064836,0.136989,0,0,0,,,"Primary somatosensory area, upper limb, layer 6b",0,0,0,0.067634,0.057485,0.125119,0,0,0,,,"Primary somatosensory area, upper limb, layer 6b",0,0,0,0.067634,0.057485,0.125119,0,0,0
,"Primary visual area, layer 5",0,0,0,0.02662,0.024291,0.050911,0,0,,,"Primary visual area, layer 5",0,0,0,0.223641,0.23301100000000002,0.456652,782.5041025572234,2326.0704430262945,0,,,"Primary visual area, layer 5",0,0,0,0.304917,0.33895,0.643867,432.9046921,1602.006196,0,,,"Primary visual area, layer 5",0,0,0,0.661091,0.810788,1.471879,0,0,0,,,"Primary visual area, layer 5",0,0,0,0.767688,0.681464,1.449152,0,0,0,,,"Primary visual area, layer 5",0,0,0,0.767688,0.681464,1.449152,0,0,0
,"Primary visual area, layer 6a",0,0,0,0.006403,0.007222,0.013625,0,0,,,"Primary visual area, layer 6a",0,0,0,0.020621,0.020975,0.041596,0,47.67580452920143,0,,,"Primary visual area, layer 6a",0,0,0,0.029105,0.030576,0.059681,0,0,0,,,"Primary visual area, layer 6a",0,0,0,0.462954,0.535323,0.998277,0,0,0,,,"Primary visual area, layer 6a",0,0,0,0.539641,0.474895,1.014536,0,0,0,,,"Primary visual area, layer 6a",0,0,0,0.539641,0.474895,1.014536,0,0,0
,"Primary visual area, layer 6b",0,0,0,0.172753,0.195293,0.368046,28.94305743,46.08460109,,,"Primary visual area, layer 6b",0,0,0,0.376252,0.37117,0.747422,0,0,0,,,"Primary visual area, layer 6b",0,0,0,0.483454,0.508111,0.991565,0,0,0,,,"Primary visual area, layer 6b",0,0,0,0.075085,0.08398,0.159065,0,0,0,,,"Primary visual area, layer 6b",0,0,0,0.087958,0.076955,0.164913,0,0,0,,,"Primary visual area, layer 6b",0,0,0,0.087958,0.076955,0.164913,0,0,0
,principal mammillary tract,0,0,0,0.207584,0.241154,0.448738,0,0,,,principal mammillary tract,0,0,0,0.418882,0.405277,0.824159,0,0,0,,,principal mammillary tract,0,0,0,0.539113,0.538502,1.077615,0,0,0,,,principal mammillary tract,0,0,0,0.016472,0.015575,0.032047,0,0,0,,,principal mammillary tract,0,0,0,0.015815,0.014949,0.030764,0,0,0,,,principal mammillary tract,0,0,0,0.015815,0.014949,0.030764,0,0,0
,Prosubiculum,0,0,0,0.007658,0.007608,0.015266,0,0,,,Prosubiculum,0,0,0,0.345582,0.330273,0.675855,0,0,0,,,Prosubiculum,0,0,0,0.484244,0.517842,1.002086,0,0,0,,,Prosubiculum,0,0,0,0.661325,0.717694,1.379019,0,0,0,,,Prosubiculum,0,0,0,0.634715,0.645603,1.280318,0,0,0,,,Prosubiculum,0,0,0,0.634715,0.645603,1.280318,0,0,0
,pyramidal decussation,0,0,0,0.211932,0.236821,0.448753,2264.877414,751.6225335,,,pyramidal decussation,0,0,0,0.092827,0.086402,0.17922899999999994,0,0,0,,,pyramidal decussation,0,0,0,0.065833,0.076356,0.142189,0,0,0,,,pyramidal decussation,0,0,0,0.030494,0.032845,0.063339,0,0,0,,,pyramidal decussation,0,0,0,0.021838,0.021533,0.043371,0,0,0,,,pyramidal decussation,0,0,0,0.021838,0.021533,0.043371,0,0,0
,Pyramus (VIII),0,0,0,0.369161,0.391691,0.760852,0,2.553032875,,,Pyramus (VIII),0,0,0,1.6692060000000002,1.700523,3.369729,0,5.880543809169296,0,,,Pyramus (VIII),0,0,0,1.856323,1.783296,3.639619,0,0,0,,,Pyramus (VIII),0,0,0,1.239434,1.312074,2.551508,0,0,0,,,Pyramus (VIII),0,0,0,0.573877,0.614764,1.188641,0,0,0,,,Pyramus (VIII),0,0,0,0.573877,0.614764,1.188641,0,0,0
,Retroparafascicular nucleus,0,0,0,0.121091,0.175169,0.29626,41.29126029,97.04913541,,,Retroparafascicular nucleus,0,0,0,0.058633000000000005,0.061517,0.12015,0,0,0,,,Retroparafascicular nucleus,0,0,0,0.057942,0.068066,0.126008,0,0,0,,,Retroparafascicular nucleus,0,6,6,0.039763,0.044371,0.084134,0,135.2234568,-6,,,Retroparafascicular nucleus,0,0,0,0.053708,0.051948,0.105656,0,0,0,,,Retroparafascicular nucleus,5,0,5,0.053708,0.051948,0.105656,93.0960006,0,-5
,"Retrosplenial area, dorsal part, layer 6b",0,0,0,0.123876,0.121197,0.245073,3632.664923,1633.703805,,,"Retrosplenial area, dorsal part, layer 6b",0,0,0,1.839131,1.6758879999999998,3.515019,0,0,0,,,"Retrosplenial area, dorsal part, layer 6b",0,0,0,1.838553,1.999076,3.837629,0,0,0,,,"Retrosplenial area, dorsal part, layer 6b",0,0,0,0.028857,0.02812,0.056977,0,0,0,,,"Retrosplenial area, dorsal part, layer 6b",0,0,0,0.017279,0.018271,0.03555,0,0,0,,,"Retrosplenial area, dorsal part, layer 6b",0,0,0,0.017279,0.018271,0.03555,0,0,0
,"Retrosplenial area, lateral agranular part, layer 6b",0,0,0,0.376268,0.381081,0.757349,0,0,,,"Retrosplenial area, lateral agranular part, layer 6b",0,1,1,0.195178,0.20461600000000002,0.399794,0,0,-1,,,"Retrosplenial area, lateral agranular part, layer 6b",0,0,0,0.253645,0.304955,0.5586,0,0,0,,,"Retrosplenial area, lateral agranular part, layer 6b",0,0,0,0.029105,0.030576,0.059681,0,0,0,,,"Retrosplenial area, lateral agranular part, layer 6b",0,0,0,0.021757,0.023021,0.044778,0,0,0,,,"Retrosplenial area, lateral agranular part, layer 6b",0,0,0,0.021757,0.023021,0.044778,0,0,0
,"Retrosplenial area, ventral part, layer 2/3",0,0,0,0.010462,0.010472,0.020934,0,0,,,"Retrosplenial area, ventral part, layer 2/3",0,0,0,2.29686,2.6933990000000003,4.990259,0,0,0,,,"Retrosplenial area, ventral part, layer 2/3",0,0,0,2.731037,2.958256,5.689293,0,0,0,,,"Retrosplenial area, ventral part, layer 2/3",0,0,0,0.539113,0.538502,1.077615,0,0,0,,,"Retrosplenial area, ventral part, layer 2/3",0,0,0,0.375332,0.405695,0.781027,0,0,0,,,"Retrosplenial area, ventral part, layer 2/3",0,0,0,0.375332,0.405695,0.781027,0,0,0
,"Retrosplenial area, ventral part, layer 5",0,0,0,0.034039,0.035259,0.069298,0,0,,,"Retrosplenial area, ventral part, layer 5",0,0,0,0.008151,0.007423,0.015574,0,0,0,,,"Retrosplenial area, ventral part, layer 5",0,0,0,0.008254,0.007199,0.015453,121.1533802,0,0,,,"Retrosplenial area, ventral part, layer 5",0,0,0,1.017835,0.994308,2.012143,0,0,0,,,"Retrosplenial area, ventral part, layer 5",0,0,0,0.666737,0.75746,1.424197,0,0,0,,,"Retrosplenial area, ventral part, layer 5",0,0,0,0.666737,0.75746,1.424197,0,0,0
,"Retrosplenial area, ventral part, layer 6a",0,0,0,0.882945,0.861207,1.744152,31.71205454,67.34733926,,,"Retrosplenial area, ventral part, layer 6a",0,0,0,1.416167,1.48438,2.900547,0,0,0,,,"Retrosplenial area, ventral part, layer 6a",0,0,0,1.24391,1.407834,2.651744,7.235250139,0,0,,,"Retrosplenial area, ventral part, layer 6a",0,0,0,0.484244,0.517842,1.002086,0,0,0,,,"Retrosplenial area, ventral part, layer 6a",0,0,0,0.309347,0.362913,0.67226,0,0,0,,,"Retrosplenial area, ventral part, layer 6a",0,0,0,0.309347,0.362913,0.67226,0,0,0
,"Retrosplenial area, ventral part, layer 6b",0,0,0,0.011531,0.011635,0.023166,0,0,,,"Retrosplenial area, ventral part, layer 6b",0,0,0,0.989341,1.029807,2.019148,0,0,0,,,"Retrosplenial area, ventral part, layer 6b",0,0,0,0.854809,0.7767,1.631509,32.7558554,23.17497103,0,,,"Retrosplenial area, ventral part, layer 6b",0,0,0,0.035501,0.034592,0.070093,0,0,0,,,"Retrosplenial area, ventral part, layer 6b",0,0,0,0.023137,0.025179,0.048316,0,0,0,,,"Retrosplenial area, ventral part, layer 6b",0,0,0,0.023137,0.025179,0.048316,0,0,0
,Rhomboid nucleus,0,0,0,0.030972,0.042216,0.073188,613.4573163,0,,,Rhomboid nucleus,0,0,0,0.313736,0.321723,0.635459,0,0,0,,,Rhomboid nucleus,0,0,0,0.346607,0.351796,0.698403,8.65533587,5.685112963,0,,,Rhomboid nucleus,0,0,0,0.065833,0.076356,0.142189,0,0,0,,,Rhomboid nucleus,0,0,0,0.058421,0.05929,0.117711,0,0,0,,,Rhomboid nucleus,0,0,0,0.058421,0.05929,0.117711,0,0,0
,"Rostrolateral area, layer 6a",0,0,0,0.662393,0.581073,1.243466,46.80001147,75.7219833,,,"Rostrolateral area, layer 6a",0,0,0,0.080699,0.083582,0.16428099999999998,0,0,0,,,"Rostrolateral area, layer 6a",0,0,0,0.084826,0.065702,0.150528,0,0,0,,,"Rostrolateral area, layer 6a",0,0,0,0.061247,0.0703,0.131547,0,0,0,,,"Rostrolateral area, layer 6a",0,0,0,0.065966,0.064293,0.130259,0,0,0,,,"Rostrolateral area, layer 6a",0,0,0,0.065966,0.064293,0.130259,0,0,0
