brain,structure_name,left_cell_count,right_cell_count,total_cells,left_volume_mm3,right_volume_mm3,total_volume_mm3,left_cells_per_mm3,right_cells_per_mm3,,brain,structure_name,left_cell_count,right_cell_count,total_cells,left_volume_mm3,right_volume_mm3,total_volume_mm3,left_cells_per_mm3,right_cells_per_mm3,Total Cell Comp,,brain,structure_name,left_cell_count,right_cell_count,total_cells,left_volume_mm3,right_volume_mm3,total_volume_mm3,left_cells_per_mm3,right_cells_per_mm3,Total Cell Comp,,brain,structure_name,left_cell_count,right_cell_count,total_cells,left_volume_mm3,right_volume_mm3,total_volume_mm3,left_cells_per_mm3,right_cells_per_mm3,Total Cell Comp,,brain,structure_name,left_cell_count,right_cell_count,total_cells,left_volume_mm3,right_volume_mm3,total_volume_mm3,left_cells_per_mm3,right_cells_per_mm3,Total Cell Comp,,brain,structure_name,left_cell_count,right_cell_count,total_cells,left_volume_mm3,right_volume_mm3,total_volume_mm3,left_cells_per_mm3,right_cells_per_mm3,Total Cell Comp
,"Rostrolateral area, layer 6b",0,0,0,0.90384,0.766363,1.670203,5.531952558,7.829187996,,,"Rostrolateral area, layer 6b",0,0,0,0.015609,0.015681999999999998,0.031291,0,0,0,,,"Rostrolateral area, layer 6b",0,0,0,0.020266,0.025324,0.04559,0,0,0,,,"Rostrolateral area, layer 6b",0,0,0,0.011863,0.01351,0.025373,0,0,0,,,"Rostrolateral area, layer 6b",0,0,0,0.012273,0.012046,0.024319,0,0,0,,,"Rostrolateral area, layer 6b",0,0,0,0.012273,0.012046,0.024319,0,0,0
,"Secondary motor area, layer 6b",0,0,0,0.007957,0.008618,0.016575,0,0,,,"Secondary motor area, layer 6b",0,0,0,0.043698,0.041436,0.085134,68.6530276,0,0,,,"Secondary motor area, layer 6b",0,0,0,0.055935,0.052729,0.108664,0,0,0,,,"Secondary motor area, layer 6b",0,0,0,0.055302,0.047449,0.102751,0,0,0,,,"Secondary motor area, layer 6b",42,3,45,0.048011,0.039028,0.087039,874.7995251,76.86788972,-45,,,"Secondary motor area, layer 6b",0,0,0,0.048011,0.039028,0.087039,0,0,0
,Septofimbrial nucleus,0,0,0,0.003621,0.003504,0.007125,828.5004143,2853.881279,,,Septofimbrial nucleus,0,0,0,0.079035,0.079713,0.158748,12.652622255962546,0,0,,,Septofimbrial nucleus,0,0,0,0.056786,0.066468,0.123254,0,0,0,,,Septofimbrial nucleus,0,0,0,0.253645,0.304955,0.5586,0,0,0,,,Septofimbrial nucleus,0,0,0,0.271281,0.257095,0.528376,0,0,0,,,Septofimbrial nucleus,0,0,0,0.271281,0.257095,0.528376,0,0,0
,Septohippocampal nucleus,0,0,0,0.44026,0.440509,0.880769,842.6838686,3207.652965,,,Septohippocampal nucleus,0,0,0,1.521373,1.5654519999999998,3.086825,0,0,0,,,Septohippocampal nucleus,0,0,0,1.973601,1.889439,3.86304,2.533440143,1.058515252,0,,,Septohippocampal nucleus,0,0,0,0.021773,0.022147,0.04392,0,0,0,,,Septohippocampal nucleus,0,0,0,0.02368,0.017181,0.040861,0,0,0,,,Septohippocampal nucleus,0,0,0,0.02368,0.017181,0.040861,0,0,0
,Simple lobule,0,0,0,0.516677,0.612318,1.128995,212.8989678,641.8233663,,,Simple lobule,0,0,0,0.104676,0.09355,0.198226,0,0,0,,,Simple lobule,0,0,0,0.09997,0.098758,0.198728,0,0,0,,,Simple lobule,0,0,0,2.731037,2.958256,5.689293,0,0,0,,,Simple lobule,0,0,0,2.623911,2.276608,4.900519,0,0,0,,,Simple lobule,0,0,0,2.623911,2.276608,4.900519,0,0,0
,stria medullaris,0,0,0,0.006326,0.006082,0.012408,3161.555485,1973.035186,,,stria medullaris,0,0,0,0.714321,0.705951,1.420272,0,0,0,,,stria medullaris,0,0,0,1.013803,1.06231,2.076113,34.52347251,31.06437857,0,,,stria medullaris,0,0,0,0.159096,0.169975,0.329071,0,0,0,,,stria medullaris,0,0,0,0.205158,0.166901,0.372059,0,0,0,,,stria medullaris,0,0,0,0.205158,0.166901,0.372059,0,0,0
,stria terminalis,0,0,0,0.00328,0.00322,0.0065,0,0,,,stria terminalis,0,0,0,0.195961,0.18974000000000002,0.385701,0,0,0,,,stria terminalis,0,0,0,0.314647,0.326707,0.641354,15.89082368,33.66931226,0,,,stria terminalis,0,0,0,0.192741,0.170016,0.362757,0,0,0,,,stria terminalis,0,0,0,0.219431,0.203094,0.422525,0,0,0,,,stria terminalis,0,0,0,0.219431,0.203094,0.422525,0,0,0
,Subcommissural organ,0,0,0,0.009207,0.011227,0.020434,0,0,,,,,,,0.285812,0.287383,0.573195,0,0,0,,,,,,,0.439005,0.478816,0.917821,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0
,subependymal zone,0,0,0,0.365897,0.407428,0.773325,0,2.454421395,,,subependymal zone,0,0,0,0.464685,0.46838,0.933065,0,0,0,,,subependymal zone,0,0,0,0.807428,0.877262,1.68469,0,0,0,,,subependymal zone,0,0,0,0.084826,0.065702,0.150528,0,0,0,,,subependymal zone,0,0,0,0.12828,0.090416,0.218696,0,0,0,,,subependymal zone,0,0,0,0.12828,0.090416,0.218696,0,0,0
,Subfornical organ,0,0,0,0.010668,0.010683,0.021351,2812.148481,1965.739961,,,Subfornical organ,0,0,0,0.13752499999999998,0.137504,0.275029,0,0,0,,,Subfornical organ,0,0,0,0.235985,0.24999,0.485975,0,0,0,,,Subfornical organ,0,0,0,0.020266,0.025324,0.04559,0,0,0,,,Subfornical organ,0,0,0,0.019591,0.020057,0.039648,0,0,0,,,Subfornical organ,0,0,0,0.019591,0.020057,0.039648,0,0,0
,Subgeniculate nucleus,0,0,0,0.094518,0.097941,0.192459,0,0,,,Subgeniculate nucleus,0,0,0,0.19472,0.180909,0.375629,46.22021364,55.27640968663804,0,,,Subgeniculate nucleus,0,0,0,0.213681,0.244984,0.458665,28.07923961,20.40949613,0,,,Subgeniculate nucleus,0,0,0,0.016746,0.017635,0.034381,0,0,0,,,Subgeniculate nucleus,0,0,0,0.016737,0.016396,0.033133,0,0,0,,,Subgeniculate nucleus,0,0,0,0.016737,0.016396,0.033133,0,0,0
,Subparafascicular area,0,0,0,0.040076,0.040837,0.080913,24.95259008,73.4627911,,,Subparafascicular area,0,0,0,0.867207,0.895125,1.7623319999999998,0,0,0,,,Subparafascicular area,0,0,0,0.682548,0.585214,1.267762,2.930196851,0,0,,,Subparafascicular area,15,31,46,0.106193,0.098704,0.204897,141.2522483,314.0703518,-46,,,Subparafascicular area,0,0,0,0.082228,0.081714,0.163942,0,0,0,,,Subparafascicular area,0,0,0,0.082228,0.081714,0.163942,0,0,0
,Subthalamic nucleus,0,0,0,0.009119,0.00922,0.018339,0,0,,,Subthalamic nucleus,0,0,0,0.038845,0.039766,0.078611,0,0,0,,,Subthalamic nucleus,0,0,0,0.033946,0.036809,0.070755,0,0,0,,,Subthalamic nucleus,0,0,0,0.070787,0.058914,0.129701,0,0,0,,,Subthalamic nucleus,0,2,2,0.066847,0.064875,0.131722,0,30.82851638,-2,,,Subthalamic nucleus,0,0,0,0.066847,0.064875,0.131722,0,0,0
,superior cerebellar peduncle decussation,0,0,0,0.08936,0.090894,0.180254,0,0,,,superior cerebellar peduncle decussation,0,0,0,0.106592,0.106775,0.213367,0,0,0,,,superior cerebellar peduncle decussation,0,0,0,0.106713,0.107345,0.214058,0,0,0,,,superior cerebellar peduncle decussation,0,0,0,0.029895,0.030774,0.060669,0,0,0,,,superior cerebellar peduncle decussation,0,0,0,0.023349,0.02384,0.047189,0,0,0,,,superior cerebellar peduncle decussation,0,0,0,0.023349,0.02384,0.047189,0,0,0
,superior colliculus commissure,0,0,0,0.450953,0.444733,0.895686,2.217525995,0,,,superior colliculus commissure,0,0,0,0.010028,0.01162,0.021648,0,0,0,,,superior colliculus commissure,0,0,0,0.013567,0.014291,0.027858,0,0,0,,,superior colliculus commissure,0,0,0,0.015185,0.014448,0.029633,0,0,0,,,superior colliculus commissure,0,0,0,0.016929,0.017076,0.034005,0,0,0,,,superior colliculus commissure,0,0,0,0.016929,0.017076,0.034005,0,0,0
,"Superior colliculus, optic layer",0,0,0,0.093946,0.116196,0.210142,372.5544462,1170.43616,,,"Superior colliculus, optic layer",0,0,0,0.36142,0.347269,0.7086889999999999,0,0,0,,,"Superior colliculus, optic layer",0,0,0,0.397372,0.480783,0.878155,0,22.87934474,0,,,"Superior colliculus, optic layer",0,0,0,0.439005,0.478816,0.917821,0,0,0,,,"Superior colliculus, optic layer",0,0,0,0.324102,0.339132,0.663234,0,0,0,,,"Superior colliculus, optic layer",0,0,0,0.324102,0.339132,0.663234,0,0,0
,"Superior colliculus, superficial gray layer",0,0,0,0.060225,0.074231,0.134456,265.6704027,404.1438213,,,"Superior colliculus, superficial gray layer",0,0,0,0.370821,0.52351,0.894331,0,0,0,,,"Superior colliculus, superficial gray layer",0,0,0,0.237092,0.250099,0.487191,0,0,0,,,"Superior colliculus, superficial gray layer",0,0,0,0.807428,0.877262,1.68469,0,0,0,,,"Superior colliculus, superficial gray layer",0,0,0,0.563743,0.586324,1.150067,0,0,0,,,"Superior colliculus, superficial gray layer",0,0,0,0.563743,0.586324,1.150067,0,0,0
,"Superior colliculus, zonal layer",0,0,0,0.100736,0.118027,0.218763,893.4243964,2728.189313,,,"Superior colliculus, zonal layer",0,0,0,0.419561,0.4352,0.8547609999999999,21.450992823451177,0,0,,,"Superior colliculus, zonal layer",0,0,0,0.279049,0.314582,0.593631,0,0,0,,,"Superior colliculus, zonal layer",0,0,0,0.235985,0.24999,0.485975,0,0,0,,,"Superior colliculus, zonal layer",0,0,0,0.165105,0.170641,0.335746,0,0,0,,,"Superior colliculus, zonal layer",0,0,0,0.165105,0.170641,0.335746,0,0,0
,Suprageniculate nucleus,0,0,0,0.00986,0.010286,0.020146,0,0,,,Suprageniculate nucleus,0,0,0,0.031030000000000002,0.035084,0.066114,0,0,0,,,Suprageniculate nucleus,0,0,0,0.044506,0.04445,0.088956,0,0,0,,,Suprageniculate nucleus,0,0,0,0.117627,0.098459,0.216086,0,0,0,,,Suprageniculate nucleus,0,0,0,0.109198,0.10054,0.209738,0,0,0,,,Suprageniculate nucleus,0,0,0,0.109198,0.10054,0.209738,0,0,0
,Supragenual nucleus,0,0,0,0.005802,0.006024,0.011826,0,166.002656,,,Supragenual nucleus,0,0,0,0.036096,0.037113,0.073209,0,0,0,,,Supragenual nucleus,0,0,0,0.044504,0.043952,0.088456,22.46989035,0,0,,,Supragenual nucleus,0,0,0,0.016552,0.016186,0.032738,0,0,0,,,Supragenual nucleus,18,0,18,0.013628,0.011616,0.025244,1320.810097,0,-18,,,Supragenual nucleus,0,0,0,0.013628,0.011616,0.025244,0,0,0
,Supramammillary nucleus,0,0,0,0.013191,0.01574,0.028931,75.80926389,63.53240152,,,Supramammillary nucleus,0,0,0,1.348824,1.238992,2.587816,0,0,0,,,Supramammillary nucleus,0,0,0,1.967848,2.090324,4.058172,1.01633866,0,0,,,Supramammillary nucleus,0,0,0,0.106713,0.107345,0.214058,0,0,0,,,Supramammillary nucleus,0,0,0,0.101178,0.100429,0.201607,0,0,0,,,Supramammillary nucleus,0,0,0,0.101178,0.100429,0.201607,0,0,0
,Supraoculomotor periaqueductal gray,0,0,0,0.064919,0.067937,0.132856,1386.342981,1236.439643,,,,,,,0.00335,0.003354,0.006704,0,0,0,,,,,,,0.002813,0.002802,0.005615,0,0,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0
,"Temporal association areas, layer 1",0,0,0,0.198716,0.179672,0.378388,372.3907486,77.9197649,,,"Temporal association areas, layer 1",0,0,0,0.015557,0.013708000000000001,0.029265,0,0,0,,,"Temporal association areas, layer 1",0,0,0,0.016652,0.016961,0.033613,0,0,0,,,"Temporal association areas, layer 1",0,0,0,0.237092,0.250099,0.487191,0,0,0,,,"Temporal association areas, layer 1",0,108,108,0.280484,0.270218,0.550702,0,399.6772976,-108,,,"Temporal association areas, layer 1",0,0,0,0.280484,0.270218,0.550702,0,0,0
,"Temporal association areas, layer 2/3",0,0,0,0.113772,0.106892,0.220664,184.5796857,299.367586,,,"Temporal association areas, layer 2/3",9,0,9,0.319397,0.36676,0.6861569999999999,18.785398735742667,21.81262951248773,-9,,,"Temporal association areas, layer 2/3",0,0,0,0.524613,0.659108,1.183721,0,10.62041426,0,,,"Temporal association areas, layer 2/3",0,0,0,0.279049,0.314582,0.593631,0,0,0,,,"Temporal association areas, layer 2/3",0,2,2,0.304075,0.293394,0.597469,0,6.816771986,-2,,,"Temporal association areas, layer 2/3",0,0,0,0.304075,0.293394,0.597469,0,0,0
,"Temporal association areas, layer 4",0,0,0,0.018059,0.017551,0.03561,0,0,,,"Temporal association areas, layer 4",0,1,1,0.042294,0.042852,0.085146,0,0,-1,,,"Temporal association areas, layer 4",0,0,0,0.054137,0.070685,0.124822,0,0,0,,,"Temporal association areas, layer 4",1,0,1,0.116023,0.125976,0.241999,8.618980719,0,-1,,,"Temporal association areas, layer 4",0,0,0,0.121604,0.114221,0.235825,0,0,0,,,"Temporal association areas, layer 4",0,0,0,0.121604,0.114221,0.235825,0,0,0
,"Temporal association areas, layer 6b",0,0,0,0.055111,0.054452,0.109563,217.7423745,881.510321,,,"Temporal association areas, layer 6b",0,0,0,0.42476099999999994,0.453305,0.878066,0,0,0,,,"Temporal association areas, layer 6b",0,0,0,0.440452,0.394216,0.834668,6.811184874,0,0,,,"Temporal association areas, layer 6b",0,0,0,0.031553,0.029979,0.061532,0,0,0,,,"Temporal association areas, layer 6b",0,0,0,0.032967,0.03016,0.063127,0,0,0,,,"Temporal association areas, layer 6b",0,0,0,0.032967,0.03016,0.063127,0,0,0
,third ventricle,0,0,0,0.001432,0.001558,0.00299,0,641.8485237,,,third ventricle,1,0,1,0.8821779999999999,0.96682,1.848998,0,0,-1,,,third ventricle,0,0,0,0.849884,0.81589,1.665774,0,2.451310838,0,,,third ventricle,0,4,4,0.603585,0.720769,1.324354,0,5.549628244,-4,,,third ventricle,2,1,3,0.638906,0.602515,1.241421,3.130350944,1.659709717,-3,,,third ventricle,0,0,0,0.638906,0.602515,1.241421,0,0,0
,Triangular nucleus of septum,0,0,0,0.120935,0.128507,0.249442,24.80671435,178.978577,,,Triangular nucleus of septum,0,0,0,0.067926,0.071148,0.139074,0,0,0,,,Triangular nucleus of septum,0,0,0,0.088669,0.089611,0.17828,0,0,0,,,Triangular nucleus of septum,0,0,0,0.206985,0.250529,0.457514,0,0,0,,,Triangular nucleus of septum,0,0,0,0.212906,0.208943,0.421849,0,0,0,,,Triangular nucleus of septum,0,0,0,0.212906,0.208943,0.421849,0,0,0
,Trochlear nucleus,0,0,0,0.015207,0.018431,0.033638,0,0,,,Trochlear nucleus,0,0,0,0.20888800000000002,0.20157,0.410458,0,14.883167137966959,0,,,Trochlear nucleus,0,0,0,0.220878,0.206965,0.427843,0,0,0,,,Trochlear nucleus,0,0,0,0.00428,0.004158,0.008438,0,0,0,,,Trochlear nucleus,0,0,0,0.003316,0.003535,0.006851,0,0,0,,,Trochlear nucleus,0,0,0,0.003316,0.003535,0.006851,0,0,0
,"Tuberomammillary nucleus, dorsal part",0,0,0,0.446741,0.472545,0.919286,0,0,,,"Tuberomammillary nucleus, dorsal part",0,0,0,0.021491,0.02254,0.044031,0,0,0,,,"Tuberomammillary nucleus, dorsal part",0,0,0,0.029931,0.027606,0.057537,0,0,0,,,"Tuberomammillary nucleus, dorsal part",0,0,0,0.019733,0.019348,0.039081,0,0,0,,,"Tuberomammillary nucleus, dorsal part",0,0,0,0.0171,0.018791,0.035891,0,0,0,,,"Tuberomammillary nucleus, dorsal part",0,0,0,0.0171,0.018791,0.035891,0,0,0
,"Tuberomammillary nucleus, ventral part",0,0,0,0.001335,0.001293,0.002628,0,0,,,"Tuberomammillary nucleus, ventral part",0,0,0,0.026682,0.025267,0.051949,0,0,0,,,"Tuberomammillary nucleus, ventral part",0,0,0,0.033777,0.02522,0.058997,0,0,0,,,"Tuberomammillary nucleus, ventral part",0,0,0,0.044506,0.04445,0.088956,0,0,0,,,"Tuberomammillary nucleus, ventral part",0,0,0,0.031531,0.033341,0.064872,0,0,0,,,"Tuberomammillary nucleus, ventral part",0,0,0,0.031531,0.033341,0.064872,0,0,0
,Vascular organ of the lamina terminalis,0,0,0,0.081567,0.076948,0.158515,0,0,,,Vascular organ of the lamina terminalis,0,0,0,0.256758,0.332503,0.5892609999999999,0,9.022474985188104,0,,,Vascular organ of the lamina terminalis,0,0,0,0.181347,0.188223,0.36957,0,0,0,,,Vascular organ of the lamina terminalis,0,0,0,0.002813,0.002802,0.005615,0,0,0,,,Vascular organ of the lamina terminalis,0,0,0,0.002482,0.002445,0.004927,0,0,0,,,Vascular organ of the lamina terminalis,0,0,0,0.002482,0.002445,0.004927,0,0,0
,Ventral anterior-lateral complex of the thalamus,0,0,0,0.04685,0.043572,0.090422,0,0,,,Ventral anterior-lateral complex of the thalamus,0,0,0,0.384712,0.469237,0.853949,0,0,0,,,Ventral anterior-lateral complex of the thalamus,0,0,0,0.248571,0.29146,0.540031,0,0,0,,,Ventral anterior-lateral complex of the thalamus,0,0,0,0.815462,0.757643,1.573105,0,0,0,,,Ventral anterior-lateral complex of the thalamus,1,0,1,0.791699,0.848436,1.640135,1.263106307,0,-1,,,Ventral anterior-lateral complex of the thalamus,0,0,0,0.791699,0.848436,1.640135,0,0,0
,"Ventral auditory area, layer 1",0,0,0,0.139076,0.128886,0.267962,1948.57488,310.3517837,,,"Ventral auditory area, layer 1",0,0,0,0.096284,0.10497100000000001,0.201255,0,0,0,,,"Ventral auditory area, layer 1",0,0,0,0.077433,0.096358,0.173791,0,0,0,,,"Ventral auditory area, layer 1",0,0,0,0.1326,0.15669,0.28929,0,0,0,,,"Ventral auditory area, layer 1",0,6,6,0.129538,0.156433,0.285971,0,38.35507853,-6,,,"Ventral auditory area, layer 1",0,0,0,0.129538,0.156433,0.285971,0,0,0
,"Ventral auditory area, layer 2/3",0,0,0,0.069463,0.065509,0.134972,244.7346069,366.3618739,,,"Ventral auditory area, layer 2/3",0,0,0,0.285864,0.30217,0.5880340000000001,0,0,0,,,"Ventral auditory area, layer 2/3",0,0,0,0.271097,0.35481,0.625907,44.26459902,118.3732138,0,,,"Ventral auditory area, layer 2/3",0,0,0,0.159776,0.19378,0.353556,0,0,0,,,"Ventral auditory area, layer 2/3",0,57,57,0.14489,0.179142,0.324032,0,318.1833406,-57,,,"Ventral auditory area, layer 2/3",0,0,0,0.14489,0.179142,0.324032,0,0,0
,"Ventral auditory area, layer 4",0,0,0,0.010949,0.010609,0.021558,0,0,,,"Ventral auditory area, layer 4",0,0,0,0.180331,0.18951700000000002,0.369848,0,0,0,,,"Ventral auditory area, layer 4",0,0,0,0.197332,0.259017,0.456349,0,0,0,,,"Ventral auditory area, layer 4",9,0,9,0.081768,0.099995,0.181763,110.0675081,0,-9,,,"Ventral auditory area, layer 4",0,0,0,0.072241,0.086702,0.158943,0,0,0,,,"Ventral auditory area, layer 4",0,0,0,0.072241,0.086702,0.158943,0,0,0
,"Ventral auditory area, layer 6b",0,0,0,0.229365,0.236391,0.465756,0,8.460558989,,,"Ventral auditory area, layer 6b",0,0,0,0.7194699999999999,0.803321,1.5227909999999998,119.53243359695333,75.93477576211751,0,,,"Ventral auditory area, layer 6b",0,0,0,0.878995,0.881617,1.760612,336.7482181,124.7707338,0,,,"Ventral auditory area, layer 6b",0,0,0,0.016652,0.016961,0.033613,0,0,0,,,"Ventral auditory area, layer 6b",0,0,0,0.016114,0.015372,0.031486,0,0,0,,,"Ventral auditory area, layer 6b",0,0,0,0.016114,0.015372,0.031486,0,0,0
,ventral hippocampal commissure,0,0,0,0.203655,0.230869,0.434524,0,0,,,ventral hippocampal commissure,0,0,0,,,,,,0,,,ventral hippocampal commissure,0,0,0,,,,,,0,,,ventral hippocampal commissure,0,0,0,0.054137,0.070685,0.124822,0,0,0,,,ventral hippocampal commissure,0,0,0,0.052516,0.049969,0.102485,0,0,0,,,ventral hippocampal commissure,0,0,0,0.052516,0.049969,0.102485,0,0,0
,Ventral part of the lateral geniculate complex,0,0,0,0.413803,0.455092,0.868895,0,0,,,Ventral part of the lateral geniculate complex,0,0,0,,,,,,0,,,Ventral part of the lateral geniculate complex,0,0,0,,,,,,0,,,Ventral part of the lateral geniculate complex,0,0,0,0.2727,0.270678,0.543378,0,0,0,,,Ventral part of the lateral geniculate complex,0,0,0,0.274155,0.257107,0.531262,0,0,0,,,Ventral part of the lateral geniculate complex,0,0,0,0.274155,0.257107,0.531262,0,0,0
,"Ventral posterolateral nucleus of the thalamus, parvicellular part",0,0,0,0.029751,0.034894,0.064645,0,0,,,"Ventral posterolateral nucleus of the thalamus, parvicellular part",0,0,0,,,,,,0,,,"Ventral posterolateral nucleus of the thalamus, parvicellular part",0,0,0,,,,,,0,,,"Ventral posterolateral nucleus of the thalamus, parvicellular part",0,0,0,0.055468,0.052264,0.107732,0,0,0,,,"Ventral posterolateral nucleus of the thalamus, parvicellular part",0,5,5,0.052258,0.056611,0.108869,0,88.32205755,-5,,,"Ventral posterolateral nucleus of the thalamus, parvicellular part",0,0,0,0.052258,0.056611,0.108869,0,0,0
,Ventral premammillary nucleus,0,0,0,0.007344,0.007579,0.014923,0,0,,,Ventral premammillary nucleus,0,0,0,,,,,,0,,,Ventral premammillary nucleus,0,0,0,,,,,,0,,,Ventral premammillary nucleus,0,0,0,0.088669,0.089611,0.17828,0,0,0,,,Ventral premammillary nucleus,0,0,0,0.064128,0.064644,0.128772,0,0,0,,,Ventral premammillary nucleus,0,0,0,0.064128,0.064644,0.128772,0,0,0
,ventral tegmental decussation,0,0,0,0.129291,0.134517,0.263808,61.8759233,334.5302081,,,ventral tegmental decussation,0,0,0,,,,,,0,,,ventral tegmental decussation,0,0,0,,,,,,0,,,ventral tegmental decussation,0,0,0,0.036074,0.031453,0.067527,0,0,0,,,ventral tegmental decussation,0,0,0,0.017048,0.017054,0.034102,0,0,0,,,ventral tegmental decussation,0,0,0,0.017048,0.017054,0.034102,0,0,0
,Ventral tegmental nucleus,0,0,0,0.010945,0.010153,0.021098,0,0,,,Ventral tegmental nucleus,0,0,0,,,,,,0,,,Ventral tegmental nucleus,0,0,0,,,,,,0,,,Ventral tegmental nucleus,0,0,0,0.029931,0.027606,0.057537,0,0,0,,,Ventral tegmental nucleus,0,0,0,0.024515,0.028917,0.053432,0,0,0,,,Ventral tegmental nucleus,0,0,0,0.024515,0.028917,0.053432,0,0,0
,Ventrolateral preoptic nucleus,0,0,0,0.029742,0.03468,0.064422,33.62248672,0,,,Ventrolateral preoptic nucleus,0,0,0,,,,,,0,,,Ventrolateral preoptic nucleus,0,0,0,,,,,,0,,,Ventrolateral preoptic nucleus,0,0,0,0.033777,0.02522,0.058997,0,0,0,,,Ventrolateral preoptic nucleus,0,0,0,0.022778,0.020132,0.04291,0,0,0,,,Ventrolateral preoptic nucleus,0,0,0,0.022778,0.020132,0.04291,0,0,0
,Ventromedial preoptic nucleus,0,0,0,0.086218,0.086979,0.173197,0,11.49702802,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0
,"Visceral area, layer 2/3",0,0,0,0.13245,0.12694,0.25939,90.6002265,118.1660627,,,"Visceral area, layer 2/3",0,0,0,,,,,,0,,,"Visceral area, layer 2/3",0,0,0,,,,,,0,,,"Visceral area, layer 2/3",0,0,0,0.248571,0.29146,0.540031,0,0,0,,,"Visceral area, layer 2/3",0,8,8,0.248268,0.293051,0.541319,0,27.29900256,-8,,,"Visceral area, layer 2/3",0,0,0,0.248268,0.293051,0.541319,0,0,0
,"Visceral area, layer 4",0,0,0,0.013013,0.012689,0.025702,0,0,,,"Visceral area, layer 4",0,0,0,,,,,,0,,,"Visceral area, layer 4",0,0,0,,,,,,0,,,"Visceral area, layer 4",0,0,0,0.077433,0.096358,0.173791,0,0,0,,,"Visceral area, layer 4",0,0,0,0.076021,0.08461,0.160631,0,0,0,,,"Visceral area, layer 4",0,0,0,0.076021,0.08461,0.160631,0,0,0
,"Visceral area, layer 6b",0,0,0,0.324753,0.368178,0.692931,24.63410654,35.30900814,,,"Visceral area, layer 6b",0,0,0,,,,,,0,,,"Visceral area, layer 6b",0,0,0,,,,,,0,,,"Visceral area, layer 6b",0,0,0,0.019209,0.025391,0.0446,0,0,0,,,"Visceral area, layer 6b",0,0,0,0.020292,0.020731,0.041023,0,0,0,,,"Visceral area, layer 6b",0,0,0,0.020292,0.020731,0.041023,0,0,0
,vomeronasal nerve,0,0,0,,,,,,,,vomeronasal nerve,0,0,0,,,,,,0,,,vomeronasal nerve,0,0,0,,,,,,0,,,vomeronasal nerve,0,0,0,0.006862,0.005898,0.01276,0,0,0,,,vomeronasal nerve,0,0,0,0.002608,0.001792,0.0044,0,0,0,,,vomeronasal nerve,0,0,0,0.002608,0.001792,0.0044,0,0,0
,Xiphoid thalamic nucleus,0,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0
,,,,,0.000138,0.024843,0.024981,0,80.50557501,,,"Anteromedial visual area, layer 1",0,0,0,0.083228,0.073717,0.156945,0,0,0,,,"Anteromedial visual area, layer 1",0,0,0,0.100051,0.09773,0.197781,0,0,0,,,"Anteromedial visual area, layer 1",0,0,0,0.100051,0.09773,0.197781,0,0,0,,,"Anteromedial visual area, layer 1",0,0,0,0.081565,0.092361,0.173926,0,0,0,,,"Anteromedial visual area, layer 1",0,0,0,0.081565,0.092361,0.173926,0,0,0
,,,,,0.002884,0.002665,0.005549,693.481276,0,,,direct tectospinal pathway,0,0,0,1e-06,1e-06,2e-06,0,0,0,,,direct tectospinal pathway,0,0,0,1.00E-06,0,1.00E-06,0,,0,,,direct tectospinal pathway,0,0,0,1.00E-06,0,1.00E-06,0,,0,,,direct tectospinal pathway,0,0,0,2.00E-06,2.00E-06,4.00E-06,0,0,0,,,direct tectospinal pathway,0,0,0,2.00E-06,2.00E-06,4.00E-06,0,0,0
,,,,,0.006126,0.005756,0.011882,0,0,,,"Retrosplenial area, dorsal part, layer 4",0,0,0,0.010965,0.011688,0.022653,0,0,0,,,"Retrosplenial area, dorsal part, layer 4",0,0,0,0.011863,0.01351,0.025373,0,0,0,,,"Retrosplenial area, dorsal part, layer 4",0,0,0,1.00E-06,1.00E-06,2.00E-06,0,0,0,,,"Retrosplenial area, dorsal part, layer 4",0,0,0,1.00E-06,1.00E-06,2.00E-06,0,0,0,,,"Retrosplenial area, dorsal part, layer 4",0,0,0,1.00E-06,1.00E-06,2.00E-06,0,0,0
,Koelliker-Fuse subnucleus,5,6,11,0.391587,0.31813,0.709717,0,0,,,Koelliker-Fuse subnucleus,0,0,0,0.330561,0.354266,0.6848270000000001,196.63541676120292,352.84221460710313,11,,,Koelliker-Fuse subnucleus,10,0,10,0.426071,0.465887,0.891958,23.47026669,0,1,,,Koelliker-Fuse subnucleus,0,0,0,0.084702,0.082987,0.167689,0,0,11,,,Koelliker-Fuse subnucleus,0,22,22,0.09917,0.070857,0.170027,0,310.4844969,-11,,,Koelliker-Fuse subnucleus,0,0,0,0.09917,0.070857,0.170027,0,0,11
